job,website,company,salary
"php程序员&nbsp;<a href=""http://e.zhaopin.com/products/1/detail.do"" target=""_blank"" title=""点击“顶”字，了解更多""><img src=""/assets/images/top.png"" border=""0""   align=""absmiddle"">&nbsp;<img src=""/assets/images/jp.gif"" border=""0"" align=""absmiddle"">",http://company.zhaopin.com/%E6%B1%9F%E8%8B%8F%E6%B1%87%E9%B8%BF%E5%85%8B%E8%83%9C%E8%BF%9B%E5%87%BA%E5%8F%A3%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC243150514.htm,江苏克胜集团股份有限公司,5000-8000
初级C/C++程序员（双休）,http://company.zhaopin.com/CZ898937330.htm,南京爬虫信息科技有限公司,3000-6000
（接受学徒生）C语言开发工程师助理/C++开发学徒/C语言程序员,http://company.zhaopin.com/CC318783789.htm,南京华信智原教育科技有限公司,4001-6000
java软件工程师/程序员实习助理,http://company.zhaopin.com/CC689935929.htm,北京百知教育科技有限公司,7500-12000
PHP开发工程师助理/php程序员学徒可无经验,http://company.zhaopin.com/CC453915539.htm,南京学码思软件科技有限公司,4001-6000
php程序员,http://company.zhaopin.com/CZ295280910.htm,南京中纸网资讯有限公司,5000-10000
C#工程师/程序员/系统工程师,http://company.zhaopin.com/%E5%8D%97%E4%BA%AC%E5%98%89%E8%85%BE%E7%BB%B4%E6%96%B0%E8%BD%AF%E4%BB%B6%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8_CC160056016.htm,南京嘉腾维新软件有限公司,5000-6000
零基础程序员+双休+住宿,http://company.zhaopin.com/CZ553095180.htm,北京汇众益智科技有限公司雨花分公司,6001-8000
程序员/PHP程序员/微信开发工程师,http://company.zhaopin.com/CC473148683.htm,南京鼓楼美莱医疗美容门诊部有限公司,5000-10000
理工科初级程序员实习生,http://company.zhaopin.com/CZ606673820D00113273491.htm,北京才秀人人科技有限公司05,4001-6000
Net/Android/Java/Web/C语言程序员,http://company.zhaopin.com/CZ606673820D00113273281.htm,北京才秀人人科技有限公司01,6001-8000
程序员（零基础亦可)+转正6K,http://company.zhaopin.com/CZ606673820D00113273281.htm,北京才秀人人科技有限公司01,4001-6000
程序员实习生+五险一金,http://company.zhaopin.com/CZ606673820D00113273481.htm,北京才秀人人科技有限公司04,4001-6000
Java开发方向程序员（实习生/助理）,http://company.zhaopin.com/CZ606673820D00113302871.htm,北京才秀人人科技有限公司06,4001-6000
程序员实习生双休,http://company.zhaopin.com/CZ606673820D00113273281.htm,北京才秀人人科技有限公司01,4001-6000
程序员实习生+五险一金,http://company.zhaopin.com/CZ484541530D00113436520.htm,才秀人人南京分公司,2001-4000
程序员实习生+五险一金,http://company.zhaopin.com/CZ484541530D00113436530.htm,才秀人人南京分公司,4001-6000
软件开发程序员+接受学徒,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
初级java程序员4k起+可学徒,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,6001-8000
程序员5000-8000元/月周末双休+程序员,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,5000-8000
机械工程师 + Java开发初级程序员/双休,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
程序员实习生双休,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,6001-8000
机械工程师/Java开发初级程序员,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,6001-8000
软件程序员双休高薪+可实习,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
JAVA开发程序员五险一金,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
C++程序员 技术支持工程师 急聘,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
Java开发方向程序员（实习生/助理）,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
java程序员+4K双休,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,6001-8000
急聘java网站程序员,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
网站程序员,http://company.zhaopin.com/CZ552487420.htm,南京中鼎伟业医疗投资管理有限公司,5000-10000
IT信息技术专员/IT程序员 接收转行学徒,http://company.zhaopin.com/CC203669033.htm,南京达内为上信息技术有限公司,4001-6000
java网站程序员(实习生),http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
Java软件开发助理/Java程序员+双休五险,http://company.zhaopin.com/CC518228184.htm,南京阿甲软件有限公司,4001-6000
